Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name_Length,Is_Sequel,Console_Maker,Competition_Index,Publisher_Experience,Hit_Target,Critic_Score,User_Score,Total_Rating_Count,IGDB_Genres
5694,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0,0,0.32,29,1,PC,3121,6.003887067,1,85.5,82.48881919,256,Role-playing (RPG)|Adventure
5695,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01,0.32,8,0,Nintendo,1537,0.693147181,1,0,0,0,
5696,Tony Hawk's American Wasteland,X360,2005,Sports,Activision,0.28,0.02,0,0.03,0.32,30,0,Microsoft,1927,5.789960171,1,75,75,1,Sport
5697,Sky Odyssey,PS2,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32,11,0,Sony,1609,3.091042453,1,0,0,0,Simulator
5698,Dance Dance Revolution Universe,X360,2007,Simulation,Konami Digital Entertainment,0.3,0,0,0.02,0.32,31,0,Microsoft,2687,5.799092654,1,76.5,65.75,5,Music
5699,LEGO The Incredibles,XOne,2018,Action,Warner Bros. Interactive Entertainment,0.19,0.1,0,0.03,0.32,20,0,Microsoft,1570,5.877735782,1,72.28571429,72.19613038,38,Platform|Puzzle|Hack and slash/Beat 'em up|Adventure
5700,Beautiful Katamari,X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,18,0,Microsoft,2687,5.365976015,1,80,84.29869251,29,Puzzle|Adventure
5701,Championship Bass,PS,2000,Sports,EA Sports,0.18,0.12,0,0.02,0.32,17,0,Sony,1609,0,1,0,0,0,Sport
5702,Farming Simulator 19,XOne,2018,Simulation,Focus Home Interactive,0.19,0.09,0,0.03,0.32,20,1,Microsoft,1570,5.087596335,1,68.2,74.08629116,34,Simulator|Strategy
5703,Darkwatch,PS2,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32,9,0,Sony,1927,5.877735782,1,51.75,64.69975906,28,Shooter
5704,FIFA 2001 Major League Soccer,PS,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32,29,0,Sony,1609,3.258096538,1,0,74.01600862,61,Sport
5705,Marvel Nemesis: Rise of the Imperfects,PSP,2005,Fighting,Electronic Arts,0.29,0,0,0.03,0.32,38,1,Sony,1927,6.182084907,1,54.5,59.64952846,32,Fighting
5706,NBA Street V3,XB,2005,Sports,Electronic Arts,0.28,0.03,0,0.01,0.32,13,0,Microsoft,1927,6.180016654,1,0,0,0,Sport
5707,Cars 3: Driven to Win,NS,2017,Racing,Warner Bros. Interactive Entertainment,0.13,0.14,0.02,0.02,0.32,21,1,Other,1573,5.789960171,1,70,72.5,8,Racing
5708,Bleach: Shattered Blade,Wii,2007,Fighting,Sega,0.21,0.01,0.08,0.02,0.32,23,1,Nintendo,2687,6.17586727,1,59.33333333,57.44941363,13,Fighting
5709,WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32,13,0,Sony,2687,6.08221891,1,87.5,80.70366111,10,Racing
5710,Harvest Moon: Back to Nature,PS,2000,Simulation,Natsume,0.11,0.07,0.12,0.02,0.32,28,1,Sony,1609,0,1,0,85.51713249,45,Role-playing (RPG)|Simulator
5711,Virtua Striker 2,DC,2000,Sports,Sega,0,0,0.32,0,0.32,16,1,Sega,1609,1.609437912,1,0,0,0,Sport
5712,LEGO Marvel's Avengers,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0,0.03,0.32,22,0,Microsoft,1435,5.697093487,1,67.58823529,65.33646347,93,Platform|Puzzle|Hack and slash/Beat 'em up|Adventure
5713,Batman: Arkham Origins,PC,2014,Action-Adventure,Warner Bros. Interactive Entertainment,0.13,0.17,0,0.03,0.32,22,1,PC,3043,5.420534999,1,0,66.19868911,16,Fighting
5714,LEGO Marvel's Avengers,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.1,0.17,0,0.05,0.32,22,0,Sony,1435,5.693732139,1,67.58823529,65.33646347,93,Platform|Puzzle|Hack and slash/Beat 'em up|Adventure
5715,TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.24,0,0.05,0.32,16,0,Sony,1435,7.338888134,1,80.09090909,79.51822889,90,Racing|Arcade
5716,Romance of the Three Kingdoms VII,PS2,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,33,0,Sony,1609,0.693147181,1,0,0,0,Strategy|Turn-based strategy (TBS)|Tactical
5717,Rayman 2: The Great Escape,PS,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32,26,1,Sony,1609,1.386294361,1,0,95.34560192,16,Platform|Adventure
5718,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32,22,0,Sony,1435,7.472500745,1,69.18518519,69.24772035,312,Platform|Adventure
5719,DiRT Rally,PS4,2016,Racing,Codemasters,0.03,0.24,0,0.05,0.32,10,0,Sony,1435,5.509388337,1,84.76923077,82.99143049,148,Racing|Simulator|Sport
5720,Test Drive Unlimited,X360,2006,Racing,Atari,0.23,0.04,0.02,0.03,0.32,20,0,Microsoft,2257,5.66296048,1,0,0,0,Racing
5721,Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.18,0,0.1,0.32,9,1,Sony,2687,5.117993812,1,61,66.42641149,100,Adventure
5722,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,PS2,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32,52,1,Sony,1537,1.609437912,1,0,0,0,
5723,Just Dance 2016,XOne,2015,Misc,Ubisoft,0.24,0.04,0,0.03,0.32,15,1,Microsoft,1809,7.301822342,1,69,72.87539472,25,Music
5724,Crash of the Titans,X360,2007,Action,Vivendi Games,0.27,0.02,0,0.03,0.32,19,0,Microsoft,2687,4.8978398,1,63.33333333,65.85084619,108,Platform|Adventure
5725,Madden NFL 2002,GBA,2001,Sports,Electronic Arts,0.23,0.08,0,0.01,0.32,15,1,Nintendo,1537,4.406719247,1,0,0,0,Sport
5726,4x4 Evolution,PS2,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32,13,0,Sony,1537,2.302585093,1,0,0,0,
5727,Resident Evil: Revelations 2,PS3,2015,Action,Capcom,0.06,0.08,0.16,0.03,0.32,28,1,Sony,1809,6.556778356,1,72.88,72.36537519,221,Shooter|Adventure
5728,Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0,0,0.02,0.32,16,0,Microsoft,3488,3.891820298,1,30,50,3,Arcade
5729,7 Wonders II,DS,2009,Puzzle,Rondomedia,0.14,0.15,0,0.03,0.32,12,0,Nintendo,4489,1.791759469,1,0,50,3,Puzzle|Adventure
5730,The Settlers 7: Paths to a Kingdom,PC,2010,Strategy,Ubisoft,0,0.26,0,0.06,0.32,34,1,PC,3712,6.933423026,1,70,70.1241483,32,Real Time Strategy (RTS)|Simulator|Strategy
5731,Shin Megami Tensei: Devil Survivor 2,DS,2011,Role-Playing,Ghostlight,0.17,0.01,0.12,0.01,0.32,36,1,Nintendo,3488,3.258096538,1,82.4,81.04369156,21,Role-playing (RPG)|Strategy|Tactical
5732,Shaun White Snowboarding,PSP,2008,Sports,Ubisoft,0.26,0.03,0,0.03,0.32,24,0,Sony,3121,6.598509029,1,60.66666667,69.34151829,18,Sport|Adventure
5733,Karaoke Revolution Volume 3,PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,27,1,Sony,1689,5.141663557,1,85,85,1,Simulator
5734,Teenage Mutant Ninja Turtles 2: Battle Nexus,GBA,2004,Action,Konami Digital Entertainment,0.23,0.09,0,0.01,0.32,44,1,Nintendo,1689,5.135798437,1,0,0,0,Platform|Hack and slash/Beat 'em up
5735,My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0,0.03,0.32,13,0,Nintendo,2687,5.834810737,1,35,35,1,Platform|Puzzle|Simulator|Sport
5736,Gold's Gym: Cardio Workout (Others sales),Wii,2008,Sports,Ubisoft,0,0.3,0,0.02,0.32,41,1,Nintendo,3121,6.597145702,1,0,0,0,Music|Simulator|Sport
5737,Kingdom Under Fire: The Crusaders,XB,2004,Strategy,Deep Silver,0.24,0.07,0,0.01,0.32,33,1,Microsoft,1689,0,1,89,76.3573328,13,Real Time Strategy (RTS)|Role-playing (RPG)|Strategy|Hack and slash/Beat 'em up
5738,Naruto: Ultimate Ninja (JP sales),PS2,2006,Fighting,Namco Bandai,0,0,0.32,0,0.32,33,1,Sony,2257,1.386294361,1,70.33333333,71.51307619,65,Fighting
5739,DJ Hero,PS2,2009,Misc,Activision,0.1,0.02,0,0.2,0.32,7,0,Sony,4489,6.64118217,1,84.5,81.97023299,30,Music
5740,Naruto: Ultimate Ninja (JP sales),PS2,2003,Fighting,Atari,0,0,0.32,0,0.32,33,1,Sony,1819,4.644390899,1,70.33333333,71.51307619,65,Fighting
5741,Dragon Quest Monsters: Battle Road Victory,Wii,2010,Strategy,Square Enix,0,0,0.32,0,0.32,42,1,Nintendo,3712,5.537334267,1,0,0,0,Strategy|Arcade
5742,Pony Friends 2,DS,2010,Simulation,Square Enix,0.21,0.09,0,0.02,0.32,14,1,Nintendo,3712,5.541263545,1,0,0,0,Simulator
5743,Fable III,PC,2011,Role-Playing,Microsoft Game Studios,0.09,0.17,0,0.05,0.32,9,0,PC,3488,5.484796933,1,78,73.04961091,269,"Role-playing (RPG), Simulator, Strategy, Hack and slash/Beat 'em up, Adventure"
5744,"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32,37,1,Sony,3121,5.379897354,1,0,0,0,Puzzle|Arcade
5745,Catherine,X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.32,9,0,Microsoft,3488,4.553876892,1,79.71428571,79.42815518,188,Platform|Puzzle|Adventure
5746,Shrek the Third,PSP,2007,Action,Activision,0.08,0.15,0,0.09,0.32,15,0,Sony,2687,6.242223265,1,0,0,0,Platform|Hack and slash/Beat 'em up|Adventure
5747,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0,0.28,0,0.04,0.32,25,1,Nintendo,3488,1.609437912,1,0,0,0,
5748,BlazBlue: Continuum Shift,X360,2010,Fighting,PQube,0.23,0.04,0.02,0.02,0.32,25,1,Microsoft,3712,2.302585093,1,85,82.35439413,14,Fighting|Arcade
5749,Ultimate Fighting Championship: Throwdown,PS2,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32,41,1,Sony,1831,4.812184355,1,0,0,0,
5750,WipEout Pulse,PSP,2008,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.32,13,0,Sony,3121,6.306275287,1,87.5,80.70366111,10,Racing
5751,Bratz: Girlz Really Rock,DS,2008,Action,THQ,0.18,0.11,0,0.03,0.32,24,1,Nintendo,3121,6.49677499,1,0,0,0,
5752,The Legend of Spyro: Dawn of the Dragon,X360,2008,Platform,Vivendi Games,0.16,0.13,0,0.03,0.32,39,1,Microsoft,3121,5.062595033,1,0,0,0,
5753,Overlord II,PS3,2009,Action,Codemasters,0.11,0.15,0,0.06,0.32,11,0,Sony,4489,5.023880521,1,78.75,77.67998711,71,Role-playing (RPG)|Strategy|Hack and slash/Beat 'em up|Adventure
5754,Bigfoot: Collision Course,Wii,2008,Racing,Zoo Digital Publishing,0.3,0,0,0.02,0.32,25,1,Nintendo,3121,4.663439094,1,27.5,27.5,2,Racing|Arcade
5755,Disney's Extreme Skate Adventure,PS2,2003,Sports,Activision,0.16,0.12,0,0.04,0.32,32,0,Sony,1819,5.187385806,1,0,0,0,Sport
5756,Overlord II,X360,2009,Action,Codemasters,0.15,0.14,0,0.03,0.32,11,0,Microsoft,4489,5.017279837,1,78.75,77.67998711,71,Role-playing (RPG)|Strategy|Hack and slash/Beat 'em up|Adventure
5757,Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.25,0.04,0,0.02,0.31,27,0,Nintendo,3712,5.298317367,1,0,0,0,
5758,Silent Hill: Shattered Memories,PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.08,0.31,31,1,Sony,3712,6.263398263,1,75,73.06082526,111,Adventure
5759,Music Maker,PS2,2001,Misc,Magix,0.15,0.12,0,0.04,0.31,11,0,Sony,1537,0,1,0,0,0,Music
5760,Major League Baseball 2K8,PS3,2008,Sports,Bethesda Softworks,0.28,0,0,0.02,0.31,25,0,Sony,3121,3.737669618,1,70.66666667,70.66666667,3,Simulator|Sport
5761,Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.25,0.04,0,0.02,0.31,37,1,Nintendo,4489,6.759255271,1,72.75,72.75,3,Sport
5762,SD Gundam G Generation Wars,PS2,2009,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,27,0,Sony,4489,5.823045895,1,0,0,0,
5763,Mega Man Maverick Hunter X,PSP,2006,Platform,Capcom,0.27,0.01,0,0.03,0.31,26,0,Sony,2257,5.541263545,1,85,81.17036964,27,Platform|Adventure
5764,Dragon Ball: XenoVerse,XOne,2015,Fighting,Namco Bandai Games,0.18,0.11,0,0.03,0.31,22,1,Microsoft,1809,6.771935556,1,74,70.64699592,157,Fighting|Role-playing (RPG)
5765,Crash Nitro Kart,XB,2003,Racing,Vivendi Games,0.24,0.07,0,0.01,0.31,16,0,Microsoft,1819,3.496507561,1,77,73.1681188,69,Racing
5766,KuruKuru Kururin,GBA,2001,Puzzle,Nintendo,0,0,0.3,0.01,0.31,16,0,Nintendo,1537,4.262679877,1,79.5,76.40494369,20,Puzzle|Arcade
5767,Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,0.18,0.1,0,0.03,0.31,19,0,Microsoft,1809,5.768320996,1,81.36363636,78.05122966,33,Adventure
5768,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Strategy,Konami Digital Entertainment,0.18,0.02,0.09,0.02,0.31,57,0,Nintendo,3712,6.261491684,1,0,0,0,
5769,Gold's Gym: Cardio Workout (Others sales),Wii,2009,Sports,Ubisoft,0,0.3,0,0.02,0.31,41,1,Nintendo,4489,6.758094504,1,0,0,0,Music|Simulator|Sport
5770,Senran Kagura Shinovi Versus,PSV,2014,Action,Xseed Games,0.08,0.03,0.16,0.04,0.31,28,0,Sony,3043,3.931825633,1,71.875,67.03980808,27,Fighting|Hack and slash/Beat 'em up
5771,DmC Devil May Cry: Definitive Edition,PS4,2015,Action,Capcom,0.12,0.13,0,0.05,0.31,37,1,Sony,1809,6.558197803,1,85,82.47682087,48,Hack and slash/Beat 'em up|Adventure
5772,Doubutsu no Mori,N64,2001,Simulation,Nintendo,0,0,0.26,0.05,0.31,16,0,Nintendo,1537,4.248495242,1,0,74,1,Simulator
5773,Shrek's Carnival Craze Party Games,Wii,2008,Misc,Activision,0.28,0,0,0.02,0.31,34,0,Nintendo,3121,6.436150368,1,0,0,0,
5774,My Horse & Me,Wii,2008,Sports,Atari,0.27,0.02,0,0.02,0.31,13,0,Nintendo,3121,6.008813185,1,35,35,1,Platform|Puzzle|Simulator|Sport
5775,Madagascar,DS,2005,Platform,Activision,0.25,0.04,0,0.03,0.31,10,0,Nintendo,1927,5.793013608,1,0,0,0,
5776,Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.15,0.04,0.1,0.02,0.31,30,1,Nintendo,1809,7.069023427,1,78.85714286,80.96330626,24,Music
5777,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31,28,1,Microsoft,3121,6.00635316,1,69.5,69.5,4,Shooter|Platform|Puzzle|Racing|Arcade
5778,Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,0.29,0,0,0.02,0.31,32,0,Nintendo,3121,0,1,0,0,0,
5779,MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011,Role-Playing,Capcom,0,0,0.31,0,0.31,35,1,Sony,3488,6.248042875,1,0,0,0,
5780,XCOM 2,PC,2015,Strategy,2K Games,0.12,0.16,0,0.02,0.31,6,1,PC,1809,4.700480366,1,85.20689655,83.94329468,419,Role-playing (RPG)|Simulator|Strategy|Turn-based strategy (TBS)|Tactical
5781,TRON: Evolution,X360,2010,Action,Disney Interactive Studios,0.24,0.05,0,0.02,0.31,15,1,Microsoft,3712,5.303304908,1,59,59.74725307,28,Shooter|Platform|Puzzle|Adventure
5782,Football Manager 2016,PC,2015,Simulation,Sega,0,0.29,0,0.02,0.31,21,1,PC,1809,7.069874128,1,83.8,83.50170222,35,Simulator|Sport|Strategy
5783,Brothers In Arms: Earned In Blood,XB,2005,Action,Ubisoft,0.23,0.07,0,0.01,0.31,33,1,Microsoft,1927,5.886104031,1,73,72.3854863,71,Shooter|Strategy|Tactical
5784,Math Play,DS,2006,Puzzle,Ubisoft,0.28,0,0,0.02,0.31,9,0,Nintendo,2257,6.100318952,1,0,0,0,
5785,Spin Jam,PS,2000,Puzzle,Empire Interactive,0.17,0.12,0,0.02,0.31,8,0,Sony,1609,1.098612289,1,0,0,0,Puzzle|Strategy
5786,Fate/Extra,PSP,2010,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.02,0.31,10,0,Sony,3712,4.48863637,1,0,0,0,
5787,Brothers In Arms: Earned in Blood,XB,2005,Shooter,Ubisoft,0.23,0.07,0,0.01,0.31,33,1,Microsoft,1927,5.880532986,1,73,72.3854863,71,Shooter|Strategy|Tactical
5788,Star Wars Episode III: Revenge of the Sith,DS,2005,Action,Ubisoft,0.25,0.03,0,0.03,0.31,42,1,Nintendo,1927,5.883322388,1,0,76.30246605,10,Hack and slash/Beat 'em up
5789,Math Play,DS,2007,Puzzle,Natsume,0.28,0,0,0.02,0.31,9,0,Nintendo,2687,3.688879454,1,0,0,0,
5790,Orphen: Scion of Sorcery,PS2,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31,24,1,Sony,1609,2.197224577,1,50,60,6,Role-playing (RPG)|Adventure
5791,FIFA Street,PS2,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31,11,0,Sony,1927,6.184148891,1,0,62.2487592,45,Sport
5792,Fishing Master,Wii,2007,Misc,Konami Digital Entertainment,0.29,0,0,0.02,0.31,14,0,Nintendo,2687,5.811140993,1,61,61,2,Sport
5793,J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,47,1,Sony,2687,5.80814249,1,0,0,0,Sport
5794,ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.18,0,0.03,0.31,8,0,Nintendo,3712,5.988961417,1,72.5,72.5,2,Music|Sport
5795,Contra 4,DS,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.31,8,1,Nintendo,2687,5.805134969,1,75,77.39021961,25,Shooter|Platform
5796,Jikkyou Powerful Pro Yakyuu 14,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31,30,1,Sony,2687,5.802118375,1,0,0,0,
5797,7 Wonders II,DS,2010,Puzzle,Mumbo Jumbo,0.13,0.15,0,0.03,0.31,12,0,Nintendo,3712,4.060443011,1,0,50,3,Puzzle|Adventure
5798,Tiger Woods PGA Tour 06,X360,2005,Sports,Electronic Arts,0.28,0,0,0.02,0.31,23,1,Microsoft,1927,6.186208624,1,0,0,0,Sport
5799,Cabela's Outdoor Adventures (2009),Wii,2009,Sports,Activision Value,0.29,0,0,0.02,0.31,34,0,Nintendo,4489,4.007333185,1,0,20,0,Shooter|Sport
5800,The Matrix: Path of Neo,XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31,23,1,Microsoft,1927,5.455321115,1,65.6,66.65643427,80,Fighting|Shooter|Hack and slash/Beat 'em up
5801,Disney's The Emperor's New Groove,PS,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31,33,0,Sony,1609,3.135494216,1,0,72.70870664,13,Platform
5802,Barbie as The Island Princess,DS,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31,29,0,Nintendo,2687,6.244166901,1,0,0,0,Adventure
5803,Sesame Street: Cookie's Counting Carnival,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.29,0,0,0.02,0.31,41,1,Nintendo,3712,4.204692619,1,0,0,0,Puzzle|Adventure
5804,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31,25,1,Sony,1435,5.204006687,1,48.31818182,55.49924822,107,Shooter|Adventure
5805,TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,0.11,0.17,0,0.03,0.31,20,1,Nintendo,3712,4.189654742,1,0,54,1,
5806,Lord of Arcana,PSP,2010,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.31,14,0,Sony,3712,5.545177444,1,59,59,2,Role-playing (RPG)
5807,NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,11,1,Sony,2687,6.610696045,1,66.66666667,65.19907684,15,Simulator|Sport
5808,Mega Man Maverick Hunter X,PSP,2005,Platform,Capcom,0.27,0.01,0,0.03,0.31,26,0,Sony,1927,5.365976015,1,85,81.17036964,27,Platform|Adventure
5809,Mortal Kombat: Shaolin Monks,XB,2005,Action,Midway Games,0.23,0.07,0,0.01,0.31,28,1,Microsoft,1927,5.003946306,1,74,71.2895951,76,Fighting|Hack and slash/Beat 'em up
5810,Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0.06,0,0.03,0.31,19,0,Sony,4489,6.642486801,1,0,0,0,Platform
5811,MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0,0.02,0.31,16,1,Sony,2687,6.084499413,1,80,80,2,Sport
5812,Madden NFL 2004,GBA,2003,Sports,Electronic Arts,0.22,0.08,0,0.01,0.31,15,1,Nintendo,1819,5.587248658,1,0,69.23350842,10,"Simulator, Sport"
5813,Foto Frenzy: Spot The Diffrence,DS,2009,Puzzle,Storm City Games,0.29,0,0,0.02,0.31,31,1,Nintendo,4489,0,1,0,0,0,
5814,Sonic Mania,PS4,2017,Platform,Sega,0.1,0.15,0.01,0.05,0.31,11,0,Sony,1573,7.109879463,1,85.4375,84.64906776,318,Platform|Adventure
5815,Hitman,XOne,2017,Action,Square Enix,0.2,0.08,0,0.03,0.31,6,0,Microsoft,1573,6.342121419,1,78.58974359,79.4153076,566,Shooter|Tactical|Adventure
5816,Armored Core: Silent Line,PS2,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31,25,1,Sony,1819,3.583518938,1,0,0,0,Shooter|Strategy
5817,Animal Crossing,N64,2001,Simulation,Nintendo,0,0,0.26,0.05,0.31,15,0,Nintendo,1537,4.276666119,1,0,0,0,
5818,NCAA Final Four 2002,PS2,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,20,1,Sony,1537,4.33073334,1,0,0,0,Sport
5819,Star Wars Racer Revenge,PS2,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31,23,0,Sony,1831,2.833213344,1,75.5,73.10971857,14,Racing
5820,Shrek: Forever After,DS,2010,Platform,Activision,0.19,0.1,0,0.03,0.31,20,1,Nintendo,3712,6.818924065,1,0,0,0,Platform|Adventure
5821,The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31,42,1,Sony,1893,4.394449155,1,81.55555556,81.75273106,60,Role-playing (RPG)|Strategy|Turn-based strategy (TBS)|Adventure
5822,The King of Fighters XIII,PS3,2011,Fighting,Rising Star Games,0.17,0.07,0.04,0.03,0.31,25,0,Sony,3488,4.276666119,1,79,79.07223957,49,Fighting|Arcade
5823,Naruto: Ninja Destiny (US sales),DS,2006,Fighting,Namco Bandai Games,0.31,0,0,0,0.31,32,1,Nintendo,2257,5.003946306,1,55,49,5,Fighting
5824,NASCAR Thunder 2003,GC,2002,Racing,Electronic Arts,0.24,0.06,0,0.01,0.31,19,1,Nintendo,1831,5.068904202,1,0,0,0,Racing
5825,Jampack Volume 12,PS2,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31,17,1,Sony,1927,5.579729826,1,0,0,0,Fighting|Shooter|Racing|Simulator|Sport|Strategy|Adventure
5826,Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,0.29,0,0,0.02,0.31,41,1,Nintendo,2687,0,1,0,0,0,Platform|Puzzle|Adventure|Visual Novel
5827,Skylanders SWAP Force,XOne,2013,Platform,Activision,0.22,0.06,0,0.02,0.31,21,0,Microsoft,1893,7.072421901,1,0,0,0,Platform|Hack and slash/Beat 'em up|Adventure
5828,Bust-A-Move Universe,3DS,2011,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,20,0,Nintendo,3488,5.771441123,1,0,0,0,
5829,Star Wars Jedi Knight II: Jedi Outcast,XB,2003,Shooter,LucasArts,0.23,0.07,0,0.01,0.31,38,1,Microsoft,1819,3.218875825,1,73.33333333,78.74419335,308,Shooter|Adventure
5830,Music Maker,PS2,2003,Misc,Magix,0.15,0.12,0,0.04,0.31,11,0,Sony,1819,0.693147181,1,0,0,0,Music
5831,Sorcery,PS3,2012,Action,Sony Computer Entertainment,0.14,0.12,0,0.05,0.31,7,0,Sony,1737,7.037027615,1,75.6,75.6,5,Puzzle|Role-playing (RPG)|Adventure
5832,Harvest Moon: Magical Melody,Wii,2008,Simulation,Rising Star Games,0.25,0.04,0,0.03,0.31,28,1,Nintendo,3121,3.713572067,1,0,0,0,Role-playing (RPG)|Simulator|Adventure
5833,SD Gundam G Generation: Overworld,PSP,2012,Strategy,Namco Bandai Games,0,0,0.31,0,0.31,33,1,Sony,1737,6.32256524,1,0,0,0,Role-playing (RPG)|Strategy
5834,Mega Man Battle Network 2,GBA,2002,Action,Ubisoft,0.22,0.08,0,0.01,0.31,25,1,Nintendo,1831,4.820281566,1,0,80.33095951,42,Real Time Strategy (RTS)|Role-playing (RPG)|Tactical|Adventure
5835,Dark Void,X360,2010,Action,Capcom,0.19,0.09,0,0.03,0.31,9,0,Microsoft,3712,6.135564891,1,58.83333333,61.43527942,42,Shooter|Simulator|Adventure
5836,Little King's Story,Wii,2009,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31,19,0,Nintendo,4489,4.025351691,1,77.4,74.07539229,13,Real Time Strategy (RTS)|Role-playing (RPG)|Simulator|Strategy
5837,Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0,0.01,0.31,29,0,Microsoft,1689,5.147494477,1,0,0,0,
5838,NBA Inside Drive 2003,XB,2002,Sports,Microsoft Game Studios,0.23,0.07,0,0.01,0.31,21,1,Microsoft,1831,2.995732274,1,0,0,0,Simulator|Sport
5839,Pro Evolution Soccer 2013,X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,25,1,Microsoft,1737,6.458338283,1,0,0,0,Sport
5840,Kingdoms of Amalur: Reckoning,PC,2012,Role-Playing,Electronic Arts,0.14,0.13,0,0.04,0.31,29,1,PC,1737,7.365812837,1,78.63636364,77.55325973,195,Role-playing (RPG)|Hack and slash/Beat 'em up
5841,Might & Magic Heroes VI,PC,2011,Role-Playing,Ubisoft,0.12,0.14,0,0.05,0.31,23,0,PC,3488,7.057897937,1,77.66666667,75.58400713,96,Role-playing (RPG)|Strategy|Turn-based strategy (TBS)
5842,Ultimate Marvel vs. Capcom 3,PSV,2012,Fighting,Capcom,0.17,0.09,0,0.05,0.31,28,1,Sony,1737,6.380122537,1,76.70588235,76.58084552,135,Fighting
5843,The Incredible Hulk,Wii,2008,Action,Sega,0.28,0.01,0,0.02,0.31,19,0,Nintendo,3121,6.432940093,1,0,0,0,
